folder,file1,file2,es_plagio,dataset,tfidf_normalized,ast_structure,method_signatures,sequence_normalized,combined_score
c01_orig_L2v04,original.java,compared.java,1,ir_plag,1.0000000000000004,1.0,1.0,1.0,1.0
6018974f_bdf7bfb2,6018974f.java,bdf7bfb2.java,0,conplag,0.8229567589631507,0.7554179566563467,1.0,0.3595641646489104,0.7685948773313432
2063ba3e_2ba7edb6,2063ba3e.java,2ba7edb6.java,0,conplag,0.654061339213339,0.8263736263736263,0.3333333333333333,0.4727272727272727,0.6144093142125141
c01_orig_L4v03,original.java,compared.java,1,ir_plag,0.9695134106167721,0.9302325581395349,0.5,0.24956063268892795,0.7558335560610698
c02_orig_L2v08,original.java,compared.java,1,ir_plag,0.8998013806092406,1.0,1.0,0.9223529411764706,0.9532834243897048
54eb12ca_949502c2,54eb12ca.java,949502c2.java,0,conplag,0.4689722255904336,0.48773006134969327,0.2,0.07523680649526387,0.36174481833584937
c07_orig_L3v02,original.java,compared.java,1,ir_plag,0.8514285714285714,0.6071428571428571,1.0,0.17048579285059579,0.7057157260704465
c06_orig_L5v09,original.java,compared.java,1,ir_plag,0.9702197422265285,0.9454545454545454,1.0,0.8525641025641025,0.9510978888002639
93ee4612_da5cf40b,93ee4612.java,da5cf40b.java,0,conplag,0.3423591070561128,0.672686230248307,0.3333333333333333,0.1361573373676248,0.4087218238159419
c03_orig_L5v09,original.java,compared.java,1,ir_plag,0.7863050527844461,0.7567567567567568,0.5,0.7610619469026548,0.7163930875369814
b2bae06a_d4779c71,b2bae06a.java,d4779c71.java,0,conplag,0.3035304849823521,0.6258205689277899,1.0,0.09496520671305772,0.5082266214291189
3d88acb8_b6023b26,3d88acb8.java,b6023b26.java,0,conplag,0.49716284277886635,0.5119047619047619,0.6666666666666666,0.2606490872210953,0.5000091199605293
a7e7f371_f8e7b886,a7e7f371.java,f8e7b886.java,0,conplag,0.5672643990145471,0.4797297297297297,0.16666666666666666,0.11877921363761341,0.39361167395298574
4a1573d6_db8d728d,4a1573d6.java,db8d728d.java,0,conplag,0.4636607777911562,0.26152768044849334,0.5,0.04276539478655081,0.3471543855794353
c05_orig_np05,original.java,compared.java,0,ir_plag,0.9512251930263903,0.7128712871287128,1.0,0.6157965194109772,0.839159681609497
c01_orig_L4v06,original.java,compared.java,1,ir_plag,0.5973794089733635,0.6,1.0,0.3250883392226148,0.6378460440240694
034030f3_9e4ddc38,034030f3.java,9e4ddc38.java,0,conplag,0.4273126954614405,0.4474885844748858,0.5,0.05684995340167754,0.39233351176422154
d6bbd286_fabb36ff,d6bbd286.java,fabb36ff.java,0,conplag,0.0,0.6678321678321678,0.25,0.16052060737527116,0.274427741455941
c01_orig_L6v08,original.java,compared.java,1,ir_plag,0.42844695953689443,0.5777777777777777,1.0,0.35368421052631577,0.5763424007501937
c06_orig_L5v07,original.java,compared.java,1,ir_plag,0.5092066264342421,0.8130081300813008,0.5,0.6455172413793103,0.6189523444832715
c07_orig_np05,original.java,compared.java,0,ir_plag,0.7389213909055329,0.8059701492537313,1.0,0.4626865671641791,0.7698165166676828
c01_orig_np14,original.java,compared.java,0,ir_plag,0.6632524533305102,0.5128205128205128,1.0,0.5795724465558195,0.6729203794952053
00f79486_ce0b2178,00f79486.java,ce0b2178.java,0,conplag,0.4983967874927063,0.5049019607843137,0.25,0.10622406639004149,0.39184307381624756
8a729537_abd16ff0,8a729537.java,abd16ff0.java,1,conplag,0.8936972065999926,0.825531914893617,1.0,0.5874015748031496,0.848563832998555
976fe834_da54dec3,976fe834.java,da54dec3.java,0,conplag,0.5595776352240768,0.5247776365946633,0.2,0.10189890345012036,0.4085702988243439
63bfa731_949502c2,63bfa731.java,949502c2.java,1,conplag,0.7369018026240349,0.7177242888402626,0.3333333333333333,0.5079365079365079,0.6160900604276338
c04_orig_L2v04,original.java,compared.java,1,ir_plag,0.5383511185689738,0.5846153846153846,0.5,0.5884413309982487,0.5520737065334934
49e94e7e_fcc7e8fa,49e94e7e.java,fcc7e8fa.java,0,conplag,0.6245323100996732,0.6380697050938338,0.5,0.10031595576619273,0.5250546134279647
c01_orig_L1v07,original.java,compared.java,1,ir_plag,1.0000000000000004,1.0,1.0,1.0,1.0
3ff25f43_c287ea9d,3ff25f43.java,c287ea9d.java,0,conplag,0.8768324492839853,0.7541589648798521,0.6666666666666666,0.13807024626564393,0.6871829169865303
0889dcfb_22138fad,0889dcfb.java,22138fad.java,0,conplag,0.5048292510608356,0.5951219512195122,0.3333333333333333,0.05386178861788618,0.42997275819649566
9261620f_f0881ab5,9261620f.java,f0881ab5.java,1,conplag,1.0,1.0,1.0,1.0,0.9999999999999999
2eb89317_5f0a176e,2eb89317.java,5f0a176e.java,0,conplag,0.0,0.5815602836879432,0.5,0.13968775677896467,0.29542124862322766
18e2441c_792863db,18e2441c.java,792863db.java,0,conplag,0.6247644331112527,0.5137254901960784,0.5,0.1145799806887673,0.48997219575107703
08cf0478_9291ca83,08cf0478.java,9291ca83.java,1,conplag,0.9083333483293704,0.9127906976744186,1.0,0.558382257012394,0.8755112197694643
c05_orig_np13,original.java,compared.java,0,ir_plag,0.7498399801319716,0.5652173913043478,0.5,0.5344585091420534,0.6121779868088024
c04_orig_L3v05,original.java,compared.java,1,ir_plag,0.9510586798717322,0.8571428571428571,1.0,0.898876404494382,0.9248448557721206
c02_orig_np04,original.java,compared.java,0,ir_plag,0.7843342197578214,0.8623853211009175,1.0,0.7894201424211598,0.8516455946086867
5f3a2a70_e7a997b5,5f3a2a70.java,e7a997b5.java,0,conplag,0.3832238168562949,0.4967105263157895,0.2,0.0836436551131481,0.33568804206141234
c06_orig_L6v02,original.java,compared.java,1,ir_plag,0.5375404881382033,0.6666666666666666,0.5,0.28450704225352114,0.5308152271863993
a4ec80a0_d314aa92,a4ec80a0.java,d314aa92.java,0,conplag,0.36133636559800875,0.5041322314049587,0.3333333333333333,0.1562734785875282,0.36781508583558653
d12f26f0_df594a00,d12f26f0.java,df594a00.java,0,conplag,0.6711340508356047,0.6654205607476635,0.5,0.2794326241134752,0.576437979633782
31f29772_b728ba1d,31f29772.java,b728ba1d.java,0,conplag,0.6248482875683898,0.5621181262729125,0.3333333333333333,0.11757063981812277,0.47163460117019523
680ba922_ee4b9467,680ba922.java,ee4b9467.java,0,conplag,0.5905355069376964,0.59375,0.5,0.08542492294143549,0.49762616586940905
c04_orig_L3v09,original.java,compared.java,1,ir_plag,1.0,0.8709677419354839,1.0,0.946360153256705,0.9532443455691508
584b0e9e_c9159d9c,584b0e9e.java,c9159d9c.java,0,conplag,0.461557838500613,0.6537530266343826,1.0,0.18716577540106952,0.5857460177756897
0c9d4def_1a6f8b20,0c9d4def.java,1a6f8b20.java,0,conplag,0.6890445577164256,0.5232067510548524,0.25,0.14751029576937477,0.47025416488261085
c01_orig_np10,original.java,compared.java,0,ir_plag,0.7059468736585234,0.5128205128205128,1.0,0.5786802030456852,0.6877295900834898
c02_orig_np10,original.java,compared.java,0,ir_plag,0.8853917612184419,0.9010989010989011,1.0,0.7771010962241169,0.8967819511897425
69b2fd22_764484c3,69b2fd22.java,764484c3.java,0,conplag,0.6732184456960413,0.6609071274298056,1.0,0.14222658165767532,0.6552325814712074
0f09b843_45e41c6d,0f09b843.java,45e41c6d.java,0,conplag,0.7307233832418428,0.723404255319149,0.6666666666666666,0.2059800664451827,0.6370048040305003
cc669e02_d88fa51c,cc669e02.java,d88fa51c.java,0,conplag,0.6380765854717364,0.6113989637305699,0.5,0.16648168701442842,0.531718747086443
548ffb07_9ab3c0e1,548ffb07.java,9ab3c0e1.java,1,conplag,0.7579648286724228,0.8470254957507082,1.0,0.5220905172413793,0.7977089163467674
c04_orig_L4v03,original.java,compared.java,1,ir_plag,0.42704086226157284,0.7941176470588235,0.5,0.7892976588628763,0.6060942447386289
1410e423_da5cf40b,1410e423.java,da5cf40b.java,0,conplag,0.41609742182968845,0.6304347826086957,0.5,0.14338919925512103,0.45627291231126776
c03_orig_L6v04,original.java,compared.java,1,ir_plag,0.48950537976279873,0.4489795918367347,0.25,0.21707317073170732,0.38858173607775603
c04_orig_L1v05,original.java,compared.java,1,ir_plag,0.9510586798717322,0.9841269841269841,1.0,0.951310861423221,0.9708052624066846
53d782a0_5769b7b3,53d782a0.java,5769b7b3.java,1,conplag,0.9963657572248086,0.9893238434163701,1.0,0.9807762060210373,0.9926415989567496
b9595381_c4ca2ff3,b9595381.java,c4ca2ff3.java,0,conplag,0.8094281032606224,0.7843137254901961,1.0,0.24414715719063546,0.755216027366872
c03_orig_L4v05,original.java,compared.java,1,ir_plag,0.685823473357557,0.5714285714285714,0.5,0.45987261146496816,0.5804476788234615
51cc7026_e81b2d16,51cc7026.java,e81b2d16.java,1,conplag,0.5887709761084567,0.8380952380952381,1.0,0.23271340009537433,0.6924054230808375
c06_orig_L6v07,original.java,compared.java,1,ir_plag,0.5092066264342421,0.7967479674796748,0.5,0.6813793103448276,0.6194536060476112
1162c08f_6bcc5afd,1162c08f.java,6bcc5afd.java,1,conplag,0.8105217348109769,0.8615384615384616,1.0,0.6164280331574982,0.8346083506190051
c05_orig_L6v07,original.java,compared.java,1,ir_plag,0.5495606387668529,0.7,0.5,0.5884057971014492,0.5906070931336159
c34bb733_ea899386,c34bb733.java,ea899386.java,0,conplag,0.4571778593126388,0.6694386694386695,0.5,0.13795093795093796,0.4815364922836651
24afd00e_279e274a,24afd00e.java,279e274a.java,0,conplag,0.0,0.4758842443729904,0.5,0.1408284023668639,0.2638895336669267
0588b869_69b2fd22,0588b869.java,69b2fd22.java,0,conplag,0.7416651351046963,0.6146993318485523,1.0,0.3787956767884714,0.7008119483594801
c01_orig_L6v07,original.java,compared.java,1,ir_plag,0.6267750568669792,0.6666666666666666,0.5,0.5213675213675214,0.5975763981085709
1162c08f_f6ca6fc8,1162c08f.java,f6ca6fc8.java,1,conplag,0.8781731965971449,0.89375,1.0,0.5753012048192772,0.8617807995318922
c04_orig_L4v06,original.java,compared.java,1,ir_plag,0.38822157733734014,0.8857142857142857,0.5,0.7682333873581848,0.6168268458860824
28c2d81a_8f6421f3,28c2d81a.java,8f6421f3.java,1,conplag,0.9117185506337276,0.9139072847682119,1.0,0.7313738892686261,0.9029797615425621
04ed33a5_7ea34254,04ed33a5.java,7ea34254.java,0,conplag,0.04683242013637477,0.6819787985865724,0.5,0.10936799641416405,0.3373901860858275
2e1109d7_e7000ac2,2e1109d7.java,e7000ac2.java,1,conplag,1.0000000000000002,1.0,1.0,1.0,1.0
69b2fd22_d221162a,69b2fd22.java,d221162a.java,0,conplag,0.0,0.5911949685534591,0.5,0.21125611745513867,0.3090469081843085
10013f73_a8f7c8b7,10013f73.java,a8f7c8b7.java,0,conplag,0.6195398089403994,0.5418060200668896,0.5,0.2097735399284863,0.5108467701384796
04df7bb8_1ea771ea,04df7bb8.java,1ea771ea.java,1,conplag,0.0,0.5835010060362174,0.5,0.21561078053902696,0.30739191889171924
07749c65_2bbf754b,07749c65.java,2bbf754b.java,0,conplag,0.5021778726088212,0.6502732240437158,1.0,0.19852164730728616,0.600622469722295
c04_orig_np03,original.java,compared.java,0,ir_plag,0.5770901112799004,0.8135593220338984,1.0,0.740909090909091,0.7571856991944983
c04_orig_L4v09,original.java,compared.java,1,ir_plag,0.9277685800895796,0.9538461538461539,0.5,0.9206349206349206,0.848968087280437
505f8562_ed37ba7d,505f8562.java,ed37ba7d.java,0,conplag,0.0,0.5521472392638037,0.6666666666666666,0.033689839572192515,0.30403098104830334
a8f7c8b7_c1638a45,a8f7c8b7.java,c1638a45.java,0,conplag,0.8417461339534791,0.7159090909090909,1.0,0.3653631284916201,0.7641883434301879
2e404969_d76e3b9d,2e404969.java,d76e3b9d.java,0,conplag,0.0,0.6441441441441441,0.5,0.17568152315015145,0.31959547171576597
39098126_3bcd2014,39098126.java,3bcd2014.java,0,conplag,0.48810612155994554,0.5282331511839709,0.6666666666666666,0.1088985687616677,0.4789752065487556
20166f71_a98d56f9,20166f71.java,a98d56f9.java,0,conplag,0.6409932011059769,0.508695652173913,0.6666666666666666,0.18774548311076197,0.5384514718392134
9310ad0c_f36138e7,9310ad0c.java,f36138e7.java,0,conplag,0.9393237940070867,0.6804597701149425,1.0,0.38320520402128916,0.7903820395401564
7c11511f_f3d7ce08,7c11511f.java,f3d7ce08.java,0,conplag,0.6441734854822593,0.7469135802469136,0.5,0.08749356664951106,0.5626588289902914
07038b12_a18cb2c1,07038b12.java,a18cb2c1.java,0,conplag,0.533949680763639,0.5463108320251178,0.5,0.12474849094567404,0.46948791151666014
584b0e9e_d9199dfd,584b0e9e.java,d9199dfd.java,1,conplag,0.7280575687070749,0.8126649076517151,1.0,0.34739642721398706,0.7507290854250888
49e94e7e_da5cf40b,49e94e7e.java,da5cf40b.java,0,conplag,0.47561127602832953,0.7329842931937173,0.5,0.1670907548770144,0.5114228477995826
3088ca9c_f6ed6826,3088ca9c.java,f6ed6826.java,0,conplag,0.7816753038108013,0.6303854875283447,0.5,0.13156602847324497,0.5824369068632705
11c2ab99_4f7af821,11c2ab99.java,4f7af821.java,1,conplag,0.6750620784008013,0.791907514450867,1.0,0.3644224830142063,0.7285073542276715
24044589_e435b1ac,24044589.java,e435b1ac.java,0,conplag,0.0,0.5898004434589801,0.5,0.2540983606557377,0.3150548871360547
07a0e4dc_bac616ee,07a0e4dc.java,bac616ee.java,0,conplag,0.5795717367007108,0.5123152709359606,0.3333333333333333,0.09625342674383186,0.43764936980427843
35f0c004_8d6f1bf5,35f0c004.java,8d6f1bf5.java,0,conplag,0.6925788266295451,0.7220902612826603,1.0,0.11627906976744186,0.6764715281702551
c03_orig_L6v08,original.java,compared.java,1,ir_plag,0.7832887071070054,0.7912087912087912,0.3333333333333333,0.3652058432934927,0.6329612280107797
c01_orig_L1v05,original.java,compared.java,1,ir_plag,0.9969092893249547,1.0,1.0,0.9865125240847784,0.9968951298764508
49b94994_558df7d4,49b94994.java,558df7d4.java,0,conplag,0.15466077147110577,0.7454844006568144,0.5,0.12450748620961387,0.3964527131433734
c07_orig_L4v09,original.java,compared.java,1,ir_plag,0.6216958728009636,0.7904191616766467,0.5,0.37123420796890183,0.6104044351786665
c01_orig_L3v02,original.java,compared.java,1,ir_plag,1.0000000000000004,1.0,1.0,1.0,1.0
c02_orig_L4v09,original.java,compared.java,1,ir_plag,0.6508205743541658,0.6785714285714286,0.3333333333333333,0.6576923076923077,0.5966791424158995
c01_orig_L5v03,original.java,compared.java,1,ir_plag,0.5247484118040519,0.5853658536585366,0.5,0.4703296703296703,0.5298211507784296
2da4b3fe_3d06b643,2da4b3fe.java,3d06b643.java,1,conplag,0.0,0.6730310262529833,0.5,0.1474003028773347,0.3240193533074952
c02_orig_L1v02,original.java,compared.java,1,ir_plag,1.0000000000000002,1.0,1.0,1.0,1.0
1230c43e_ce0b2178,1230c43e.java,ce0b2178.java,0,conplag,0.6087011382272253,0.6265060240963856,0.3333333333333333,0.19846091535034427,0.4974330095776628
c03_orig_L1v02,original.java,compared.java,1,ir_plag,0.9999999999999998,1.0,1.0,1.0,0.9999999999999999
c02_orig_L3v06,original.java,compared.java,1,ir_plag,0.9354963189753874,0.7,1.0,0.6502347417840375,0.8349589229089912
175201f9_40cc90ae,175201f9.java,40cc90ae.java,0,conplag,0.6219153284007773,0.5487364620938628,0.25,0.11995863495346432,0.4502850988114505
4138b081_f729338f,4138b081.java,f729338f.java,0,conplag,0.0,0.5414551607445008,0.5,0.133630289532294,0.28248109165319435
3dd65549_c1638a45,3dd65549.java,c1638a45.java,0,conplag,0.7193541974367736,0.6491228070175439,1.0,0.40986301369863015,0.7079902632629285
c03_orig_np01,original.java,compared.java,0,ir_plag,0.8679849780898933,0.9186046511627907,1.0,0.8793893129770992,0.9112845346268648
7686c854_8a729537,7686c854.java,8a729537.java,1,conplag,0.0,0.72,1.0,0.4357976653696498,0.4813696498054475
5be7547e_cb032314,5be7547e.java,cb032314.java,0,conplag,0.6203225760799617,0.5333333333333333,0.25,0.11160714285714286,0.44385397305655805
c02_orig_L6v05,original.java,compared.java,1,ir_plag,0.6071014397260459,0.5688073394495413,0.5,0.3466666666666667,0.5351277057389785
80407703_99e059b8,80407703.java,99e059b8.java,0,conplag,0.0,0.5,0.16666666666666666,0.1092190252495596,0.19971618712076727
15941165_3b10bd6d,15941165.java,3b10bd6d.java,0,conplag,0.4879886259128503,0.6051502145922747,0.3333333333333333,0.19021310181531176,0.44753971538614334
51d857bc_c392efe7,51d857bc.java,c392efe7.java,0,conplag,0.5433469892613493,0.4745308310991957,0.14285714285714285,0.07524487978628673,0.3723888561106025
c03_orig_L1v08,original.java,compared.java,1,ir_plag,0.9999999999999998,0.9767441860465116,1.0,0.9824304538799414,0.9903878238959447
c05_orig_L5v06,original.java,compared.java,1,ir_plag,0.8907414100845022,0.7610619469026548,1.0,0.8415584415584415,0.8663118438341384
4da08761_a5d5a95f,4da08761.java,a5d5a95f.java,0,conplag,0.5446818371791775,0.6425531914893617,0.3333333333333333,0.10792580101180438,0.46626013727795795
0df4050e_6f02c6d9,0df4050e.java,6f02c6d9.java,1,conplag,0.0,0.775623268698061,1.0,0.28958837772397095,0.4761252372680139
2b9dfed3_351c9206,2b9dfed3.java,351c9206.java,1,conplag,1.0000000000000002,1.0,1.0,1.0,1.0
c03_orig_L6v09,original.java,compared.java,1,ir_plag,0.6118691374989139,0.7076923076923077,0.3333333333333333,0.6114971572962729,0.5848531306934198
bdfe8110_fadc1365,bdfe8110.java,fadc1365.java,1,conplag,0.9460043569879355,0.9230769230769231,1.0,0.6986541837331773,0.912822729428831
c06_orig_L2v02,original.java,compared.java,1,ir_plag,0.9832140075708763,1.0,1.0,0.9822866344605475,0.9914678978188887
c03_orig_L4v09,original.java,compared.java,1,ir_plag,0.9249942717245304,0.7346938775510204,0.5,0.7327528466175486,0.7540690853615241
1162c08f_a4d6775d,1162c08f.java,a4d6775d.java,1,conplag,0.0,0.6878306878306878,0.5,0.13956043956043956,0.32728327228327225
c04_orig_np02,original.java,compared.java,0,ir_plag,0.5534201073546929,0.7027027027027027,1.0,0.6090373280943026,0.6958634475990987
c04_orig_L5v05,original.java,compared.java,1,ir_plag,0.5304514209853106,0.5753424657534246,0.5,0.547945205479452,0.5404525178928039
c02_orig_L5v01,original.java,compared.java,1,ir_plag,0.46198785203994136,0.5454545454545454,0.3333333333333333,0.34709193245778613,0.44406256838567765
c05_orig_L3v05,original.java,compared.java,1,ir_plag,0.7694268219123054,0.5346534653465347,1.0,0.21808510638297873,0.6624081932307141
722e318f_c9159d9c,722e318f.java,c9159d9c.java,0,conplag,0.0,0.596401028277635,0.5,0.28387650085763294,0.32150178361193543
c04_orig_L6v05,original.java,compared.java,1,ir_plag,0.450759041295324,0.5846153846153846,0.5,0.4203152364273205,0.4961975653020769
9028caf7_d221162a,9028caf7.java,d221162a.java,0,conplag,0.0,0.5911949685534591,0.5,0.21125611745513867,0.3090469081843085
c05_orig_L1v09,original.java,compared.java,1,ir_plag,1.0000000000000002,1.0,1.0,1.0,1.0
c03_orig_L3v03,original.java,compared.java,1,ir_plag,0.9999999999999998,1.0,1.0,1.0,0.9999999999999999
c03_orig_np11,original.java,compared.java,0,ir_plag,0.9436939237970372,0.7225130890052356,1.0,0.8153409090909091,0.8693479363941701
53196443_e496d229,53196443.java,e496d229.java,1,conplag,0.811299684695183,0.8833746898263027,0.5,0.373508353221957,0.7049935495744983
c01_orig_L6v01,original.java,compared.java,1,ir_plag,0.42085498418383166,0.42857142857142855,0.5,0.32142857142857145,0.4240849587500553
44428e63_9debf95c,44428e63.java,9debf95c.java,0,conplag,0.0,0.5476190476190477,0.5,0.1115702479338843,0.28102125147579693
11d91f31_eea69e7f,11d91f31.java,eea69e7f.java,0,conplag,0.7183663443390358,0.6149870801033591,0.5,0.1632,0.5604043445496703
c01_orig_L3v04,original.java,compared.java,1,ir_plag,1.0000000000000004,1.0,1.0,1.0,1.0
8a5fe3d9_ea899386,8a5fe3d9.java,ea899386.java,1,conplag,0.0,0.7560321715817694,1.0,0.39627434377646065,0.4862508030409999
c04_orig_L6v06,original.java,compared.java,1,ir_plag,0.7631234619091068,0.6410256410256411,0.5,0.6,0.6494009039758797
c07_orig_L2v01,original.java,compared.java,1,ir_plag,0.9972061813222111,0.9824561403508771,1.0,0.9817850637522769,0.9910267651308786
c07_orig_np15,original.java,compared.java,0,ir_plag,0.8630630301889546,0.8888888888888888,1.0,0.6032045240339302,0.8592194058378904
921b6e4a_e7dce35b,921b6e4a.java,e7dce35b.java,1,conplag,0.6740260623043424,0.6341463414634146,1.0,0.2265084075173096,0.6601292853731406
213340b3_35f0c004,213340b3.java,35f0c004.java,0,conplag,0.423736104275262,0.6256410256410256,0.5,0.11623246492985972,0.45343481392812834
c05_orig_L4v02,original.java,compared.java,1,ir_plag,0.843937716738059,0.7407407407407407,0.6666666666666666,0.5135802469135803,0.7279707934509132
0fd5b95a_6490bbe8,0fd5b95a.java,6490bbe8.java,0,conplag,0.6066637443523659,0.6068376068376068,0.3333333333333333,0.23008849557522124,0.49556353357755994
3cf63146_bdfe8110,3cf63146.java,bdfe8110.java,0,conplag,0.6455799916967035,0.7474226804123711,1.0,0.3732943469785575,0.7061739532643412
c04_orig_L4v01,original.java,compared.java,1,ir_plag,0.5287252912624776,0.6176470588235294,0.5,0.5632377740303541,0.5548336356934791
c07_orig_L4v02,original.java,compared.java,1,ir_plag,0.7403845699278642,0.7471264367816092,1.0,0.2756849315068493,0.7246252702352625
69b2fd22_d018b49f,69b2fd22.java,d018b49f.java,0,conplag,0.0,0.5898004434589801,0.5,0.30073880921338547,0.32205095441970183
c04_orig_L1v01,original.java,compared.java,1,ir_plag,1.0,1.0,1.0,1.0,0.9999999999999999
c03_orig_L1v03,original.java,compared.java,1,ir_plag,0.9999999999999998,0.9767441860465116,1.0,0.9824304538799414,0.9903878238959447
aa8091b0_ac180326,aa8091b0.java,ac180326.java,0,conplag,0.0,0.5459459459459459,0.3333333333333333,0.11646586345381527,0.24792032996852273
6f02c6d9_884f5678,6f02c6d9.java,884f5678.java,1,conplag,0.5163537003739838,0.7002801120448179,0.5,0.23066104078762306,0.5254069848624832
c05_orig_L6v03,original.java,compared.java,1,ir_plag,0.4510868629333835,0.7766990291262136,0.5,0.3972413793103448,0.5504763176611
5dbd0a07_bdc08e6f,5dbd0a07.java,bdc08e6f.java,1,conplag,0.0,1.0,1.0,1.0,0.65
d2a4c1fb_dcdaf666,d2a4c1fb.java,dcdaf666.java,0,conplag,0.4351752114102865,0.6237816764132553,0.3333333333333333,0.13145125716806352,0.425830182159453
c04_orig_L1v03,original.java,compared.java,1,ir_plag,1.0,1.0,1.0,1.0,0.9999999999999999
c02_orig_np02,original.java,compared.java,0,ir_plag,0.6721602487911619,0.7777777777777778,1.0,0.5679314565483476,0.7537791388924922
8d6f1bf5_e90a198b,8d6f1bf5.java,e90a198b.java,0,conplag,0.45352554915088794,0.5346938775510204,0.3333333333333333,0.14757412398921832,0.40794489073316625
c01_orig_L6v09,original.java,compared.java,1,ir_plag,0.32973124010768295,0.5306122448979592,1.0,0.3286004056795132,0.5238796683590038
14b0fb8e_8ddb5587,14b0fb8e.java,8ddb5587.java,0,conplag,0.41052931086086236,0.6102564102564103,0.3333333333333333,0.2040104620749782,0.4240304178561383
c01_orig_np04,original.java,compared.java,0,ir_plag,0.7059468736585234,0.5128205128205128,1.0,0.5772151898734177,0.6875098381076497
26ad111c_b0a01ee7,26ad111c.java,b0a01ee7.java,0,conplag,0.0,0.640625,0.5,0.18050139275766017,0.319262708913649
9069684f_bf85ab7b,9069684f.java,bf85ab7b.java,0,conplag,0.0,0.6242603550295858,0.4,0.22080088987764182,0.300398239990522
7bc92b7f_9028caf7,7bc92b7f.java,9028caf7.java,0,conplag,0.8197726505861692,0.75564681724846,1.0,0.3955512572533849,0.7729471614677049
c03_orig_np15,original.java,compared.java,0,ir_plag,0.955605743747772,0.7885714285714286,1.0,0.8190618019359642,0.8938927091735435
701c3f35_d56bcb0c,701c3f35.java,d56bcb0c.java,0,conplag,0.40745917349675687,0.5165876777251185,0.5,0.3726955655206776,0.45349134886950204
4212c4b9_829d2024,4212c4b9.java,829d2024.java,1,conplag,0.7480912280760927,0.6964856230031949,1.0,0.366953877344146,0.7258206983292128
016510dc_f1540246,016510dc.java,f1540246.java,0,conplag,0.43139580453923854,0.6697127937336814,0.2,0.02053063802905875,0.3949819654131968
0b04b41e_9291ca83,0b04b41e.java,9291ca83.java,1,conplag,0.7674420007758332,0.7792207792207793,0.5,0.3711672942442173,0.6580460281744079
a4e39423_ba8800f5,a4e39423.java,ba8800f5.java,0,conplag,0.4475671534852612,0.5344827586206896,0.3333333333333333,0.14548073460568958,0.4054821081635684
c02_orig_np11,original.java,compared.java,0,ir_plag,0.7723825109492256,0.6086956521739131,1.0,0.7014028056112225,0.7581529953260863
9debf95c_ac596a43,9debf95c.java,ac596a43.java,1,conplag,1.0000000000000009,1.0,1.0,1.0,1.0000000000000002
aa8091b0_eec856c0,aa8091b0.java,eec856c0.java,1,conplag,0.0,0.9326923076923077,1.0,0.866112650046168,0.6097245898146175
2470b521_f6ca6fc8,2470b521.java,f6ca6fc8.java,0,conplag,0.6554948571313062,0.6564885496183206,1.0,0.3508968609865471,0.6790042940294353
c07_orig_L2v08,original.java,compared.java,1,ir_plag,0.9922607324687359,0.9824561403508771,1.0,0.9130434782608695,0.9789846202084511
04a706b1_5b7127bf,04a706b1.java,5b7127bf.java,0,conplag,0.5985807990114117,0.4654970760233918,0.25,0.13109048723897912,0.4188159755468585
0b91922c_71a4f6d2,0b91922c.java,71a4f6d2.java,0,conplag,0.45314474016921186,0.5187319884726225,0.3333333333333333,0.08294930875576037,0.3933293185810416
065e0cbd_9b449b4f,065e0cbd.java,9b449b4f.java,0,conplag,0.5321455092656772,0.7102272727272727,0.6666666666666666,0.17937649880095924,0.559558918214646
ca8f11a4_e19376ca,ca8f11a4.java,e19376ca.java,0,conplag,0.0,0.5038759689922481,0.3333333333333333,0.1990451707675358,0.24768623297947145
c01_orig_np13,original.java,compared.java,0,ir_plag,1.0000000000000004,1.0,1.0,0.40304182509505704,0.9104562737642586
3afcc566_90dc2b20,3afcc566.java,90dc2b20.java,0,conplag,0.36742469050794746,0.5898123324396782,0.3333333333333333,0.201028517999065,0.40236328577621144
778c91af_9399204d,778c91af.java,9399204d.java,0,conplag,0.5595578553491763,0.7704918032786885,0.5,0.2271062271062271,0.5610587244217523
4d279121_a3e272af,4d279121.java,a3e272af.java,0,conplag,0.8366079902618173,0.5806451612903226,1.0,0.1598939929328622,0.6909904439186623
29210e56_4323e2bd,29210e56.java,4323e2bd.java,0,conplag,0.5026056233859052,0.5026178010471204,0.4,0.1356622998544396,0.42704665347736886
c02_orig_L5v07,original.java,compared.java,1,ir_plag,0.5424849589782943,0.5932203389830508,0.3333333333333333,0.5746907706945766,0.5207061196081715
c01_orig_np07,original.java,compared.java,0,ir_plag,0.5865000404926076,0.46511627906976744,1.0,0.5445783132530121,0.6264966448812948
1a400c1b_b505f95e,1a400c1b.java,b505f95e.java,0,conplag,0.7183016793102048,0.5385996409335727,0.6,0.13138250223947448,0.5526928553745647
c05_orig_L1v04,original.java,compared.java,1,ir_plag,0.5221556491169136,0.9361702127659575,0.5,0.8397626112759644,0.6895699327121017
c06_orig_L2v08,original.java,compared.java,1,ir_plag,0.9832140075708763,1.0,1.0,0.9371980676328503,0.9847046127947341
16857116_e185bce5,16857116.java,e185bce5.java,0,conplag,0.0,0.748792270531401,1.0,0.49106382978723406,0.4982972556275054
6f393cfe_b185d034,6f393cfe.java,b185d034.java,0,conplag,0.0,0.7380952380952381,1.0,0.13132999443516974,0.4411280705938469
