pair_id,folder_name,case_id,case_orig,file1,file2,label,plagiarism_level,source_dataset,comparison_type
pair_000936,31f29772_b728ba1d,p09,problem-9,31f29772.java,b728ba1d.java,0,none,conplag,contest_submission_pair
pair_000483,680ba922_ee4b9467,p04,problem-4,680ba922.java,ee4b9467.java,0,none,conplag,contest_submission_pair
pair_000233,c04_orig_L3v09,c04,case-04,original.java,compared.java,1,level_3,ir_plag,original_vs_l3
pair_001355,584b0e9e_c9159d9c,p20,problem-20,584b0e9e.java,c9159d9c.java,0,none,conplag,contest_submission_pair
pair_001365,0c9d4def_1a6f8b20,p15,problem-15,0c9d4def.java,1a6f8b20.java,0,none,conplag,contest_submission_pair
pair_000010,c01_orig_np10,c01,case-01,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_000065,c02_orig_np10,c02,case-02,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_000668,69b2fd22_764484c3,p19,problem-19,69b2fd22.java,764484c3.java,0,none,conplag,contest_submission_pair
pair_000669,0f09b843_45e41c6d,p15,problem-15,0f09b843.java,45e41c6d.java,0,none,conplag,contest_submission_pair
pair_000968,cc669e02_d88fa51c,p13,problem-13,cc669e02.java,d88fa51c.java,0,none,conplag,contest_submission_pair
pair_000802,548ffb07_9ab3c0e1,p14,problem-14,548ffb07.java,9ab3c0e1.java,1,contest_level,conplag,contest_submission_pair
pair_000236,c04_orig_L4v03,c04,case-04,original.java,compared.java,1,level_4,ir_plag,original_vs_l4
pair_000949,1410e423_da5cf40b,p04,problem-4,1410e423.java,da5cf40b.java,0,none,conplag,contest_submission_pair
pair_000186,c03_orig_L6v04,c03,case-03,original.java,compared.java,1,level_6,ir_plag,original_vs_l6
pair_000211,c04_orig_L1v05,c04,case-04,original.java,compared.java,1,level_1,ir_plag,original_vs_l1
pair_001173,53d782a0_5769b7b3,p13,problem-13,53d782a0.java,5769b7b3.java,1,contest_level,conplag,contest_submission_pair
pair_000515,b9595381_c4ca2ff3,p15,problem-15,b9595381.java,c4ca2ff3.java,0,none,conplag,contest_submission_pair
pair_000169,c03_orig_L4v05,c03,case-03,original.java,compared.java,1,level_4,ir_plag,original_vs_l4
pair_000469,51cc7026_e81b2d16,p16,problem-16,51cc7026.java,e81b2d16.java,1,contest_level,conplag,contest_submission_pair
pair_000392,c06_orig_L6v07,c06,case-06,original.java,compared.java,1,level_6,ir_plag,original_vs_l6
pair_000696,1162c08f_6bcc5afd,p19,problem-19,1162c08f.java,6bcc5afd.java,1,contest_level,conplag,contest_submission_pair
pair_000326,c05_orig_L6v07,c05,case-05,original.java,compared.java,1,level_6,ir_plag,original_vs_l6
pair_000770,c34bb733_ea899386,p09,problem-9,c34bb733.java,ea899386.java,0,none,conplag,contest_submission_pair
pair_000760,24afd00e_279e274a,p01,problem-1,24afd00e.java,279e274a.java,0,none,conplag,contest_submission_pair
pair_000836,0588b869_69b2fd22,p19,problem-19,0588b869.java,69b2fd22.java,0,none,conplag,contest_submission_pair
pair_000053,c01_orig_L6v07,c01,case-01,original.java,compared.java,1,level_6,ir_plag,original_vs_l6
pair_000774,1162c08f_f6ca6fc8,p19,problem-19,1162c08f.java,f6ca6fc8.java,1,contest_level,conplag,contest_submission_pair
pair_000239,c04_orig_L4v06,c04,case-04,original.java,compared.java,1,level_4,ir_plag,original_vs_l4
pair_001018,28c2d81a_8f6421f3,p08,problem-8,28c2d81a.java,8f6421f3.java,1,contest_level,conplag,contest_submission_pair
pair_001208,04ed33a5_7ea34254,p17,problem-17,04ed33a5.java,7ea34254.java,0,none,conplag,contest_submission_pair
pair_000636,2e1109d7_e7000ac2,p19,problem-19,2e1109d7.java,e7000ac2.java,1,contest_level,conplag,contest_submission_pair
pair_000870,69b2fd22_d221162a,p19,problem-19,69b2fd22.java,d221162a.java,0,none,conplag,contest_submission_pair
pair_001312,10013f73_a8f7c8b7,p04,problem-4,10013f73.java,a8f7c8b7.java,0,none,conplag,contest_submission_pair
pair_000657,04df7bb8_1ea771ea,p08,problem-8,04df7bb8.java,1ea771ea.java,1,contest_level,conplag,contest_submission_pair
pair_000556,07749c65_2bbf754b,p20,problem-20,07749c65.java,2bbf754b.java,0,none,conplag,contest_submission_pair
pair_000194,c04_orig_np03,c04,case-04,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_000242,c04_orig_L4v09,c04,case-04,original.java,compared.java,1,level_4,ir_plag,original_vs_l4
pair_000554,505f8562_ed37ba7d,p08,problem-8,505f8562.java,ed37ba7d.java,0,none,conplag,contest_submission_pair
pair_000837,a8f7c8b7_c1638a45,p04,problem-4,a8f7c8b7.java,c1638a45.java,0,none,conplag,contest_submission_pair
pair_001245,2e404969_d76e3b9d,p21,problem-21,2e404969.java,d76e3b9d.java,0,none,conplag,contest_submission_pair
pair_000532,39098126_3bcd2014,p16,problem-16,39098126.java,3bcd2014.java,0,none,conplag,contest_submission_pair
pair_001032,20166f71_a98d56f9,p13,problem-13,20166f71.java,a98d56f9.java,0,none,conplag,contest_submission_pair
pair_000712,9310ad0c_f36138e7,p21,problem-21,9310ad0c.java,f36138e7.java,0,none,conplag,contest_submission_pair
pair_000933,7c11511f_f3d7ce08,p04,problem-4,7c11511f.java,f3d7ce08.java,0,none,conplag,contest_submission_pair
pair_001316,07038b12_a18cb2c1,p03,problem-3,07038b12.java,a18cb2c1.java,0,none,conplag,contest_submission_pair
pair_001011,584b0e9e_d9199dfd,p20,problem-20,584b0e9e.java,d9199dfd.java,1,contest_level,conplag,contest_submission_pair
pair_000517,49e94e7e_da5cf40b,p04,problem-4,49e94e7e.java,da5cf40b.java,0,none,conplag,contest_submission_pair
pair_000475,3088ca9c_f6ed6826,p15,problem-15,3088ca9c.java,f6ed6826.java,0,none,conplag,contest_submission_pair
pair_000977,11c2ab99_4f7af821,p08,problem-8,11c2ab99.java,4f7af821.java,1,contest_level,conplag,contest_submission_pair
pair_000653,24044589_e435b1ac,p09,problem-9,24044589.java,e435b1ac.java,0,none,conplag,contest_submission_pair
pair_000518,07a0e4dc_bac616ee,p03,problem-3,07a0e4dc.java,bac616ee.java,0,none,conplag,contest_submission_pair
pair_001070,35f0c004_8d6f1bf5,p04,problem-4,35f0c004.java,8d6f1bf5.java,0,none,conplag,contest_submission_pair
pair_000190,c03_orig_L6v08,c03,case-03,original.java,compared.java,1,level_6,ir_plag,original_vs_l6
pair_000020,c01_orig_L1v05,c01,case-01,original.java,compared.java,1,level_1,ir_plag,original_vs_l1
pair_001127,49b94994_558df7d4,p17,problem-17,49b94994.java,558df7d4.java,0,none,conplag,contest_submission_pair
pair_000442,c07_orig_L4v09,c07,case-07,original.java,compared.java,1,level_4,ir_plag,original_vs_l4
pair_000031,c01_orig_L3v02,c01,case-01,original.java,compared.java,1,level_3,ir_plag,original_vs_l3
pair_000106,c02_orig_L4v09,c02,case-02,original.java,compared.java,1,level_4,ir_plag,original_vs_l4
pair_000044,c01_orig_L5v03,c01,case-01,original.java,compared.java,1,level_5,ir_plag,original_vs_l5
pair_001359,2da4b3fe_3d06b643,p19,problem-19,2da4b3fe.java,3d06b643.java,1,contest_level,conplag,contest_submission_pair
pair_000072,c02_orig_L1v02,c02,case-02,original.java,compared.java,1,level_1,ir_plag,original_vs_l1
pair_000716,1230c43e_ce0b2178,p20,problem-20,1230c43e.java,ce0b2178.java,0,none,conplag,contest_submission_pair
pair_000141,c03_orig_L1v02,c03,case-03,original.java,compared.java,1,level_1,ir_plag,original_vs_l1
pair_000094,c02_orig_L3v06,c02,case-02,original.java,compared.java,1,level_3,ir_plag,original_vs_l3
pair_000623,175201f9_40cc90ae,p15,problem-15,175201f9.java,40cc90ae.java,0,none,conplag,contest_submission_pair
pair_000599,4138b081_f729338f,p03,problem-3,4138b081.java,f729338f.java,0,none,conplag,contest_submission_pair
pair_000666,3dd65549_c1638a45,p04,problem-4,3dd65549.java,c1638a45.java,0,none,conplag,contest_submission_pair
pair_000125,c03_orig_np01,c03,case-03,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_000581,7686c854_8a729537,p18,problem-18,7686c854.java,8a729537.java,1,contest_level,conplag,contest_submission_pair
pair_000907,5be7547e_cb032314,p03,problem-3,5be7547e.java,cb032314.java,0,none,conplag,contest_submission_pair
pair_000120,c02_orig_L6v05,c02,case-02,original.java,compared.java,1,level_6,ir_plag,original_vs_l6
pair_000491,80407703_99e059b8,p13,problem-13,80407703.java,99e059b8.java,0,none,conplag,contest_submission_pair
pair_001057,15941165_3b10bd6d,p15,problem-15,15941165.java,3b10bd6d.java,0,none,conplag,contest_submission_pair
pair_001139,51d857bc_c392efe7,p02,problem-2,51d857bc.java,c392efe7.java,0,none,conplag,contest_submission_pair
pair_000147,c03_orig_L1v08,c03,case-03,original.java,compared.java,1,level_1,ir_plag,original_vs_l1
pair_000316,c05_orig_L5v06,c05,case-05,original.java,compared.java,1,level_5,ir_plag,original_vs_l5
pair_000646,4da08761_a5d5a95f,p15,problem-15,4da08761.java,a5d5a95f.java,0,none,conplag,contest_submission_pair
pair_000843,0df4050e_6f02c6d9,p20,problem-20,0df4050e.java,6f02c6d9.java,1,contest_level,conplag,contest_submission_pair
pair_001010,2b9dfed3_351c9206,p08,problem-8,2b9dfed3.java,351c9206.java,1,contest_level,conplag,contest_submission_pair
pair_000191,c03_orig_L6v09,c03,case-03,original.java,compared.java,1,level_6,ir_plag,original_vs_l6
pair_000990,bdfe8110_fadc1365,p08,problem-8,bdfe8110.java,fadc1365.java,1,contest_level,conplag,contest_submission_pair
pair_000353,c06_orig_L2v02,c06,case-06,original.java,compared.java,1,level_2,ir_plag,original_vs_l2
pair_000173,c03_orig_L4v09,c03,case-03,original.java,compared.java,1,level_4,ir_plag,original_vs_l4
pair_001306,1162c08f_a4d6775d,p19,problem-19,1162c08f.java,a4d6775d.java,1,contest_level,conplag,contest_submission_pair
pair_000193,c04_orig_np02,c04,case-04,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_000247,c04_orig_L5v05,c04,case-04,original.java,compared.java,1,level_5,ir_plag,original_vs_l5
pair_000107,c02_orig_L5v01,c02,case-02,original.java,compared.java,1,level_5,ir_plag,original_vs_l5
pair_000297,c05_orig_L3v05,c05,case-05,original.java,compared.java,1,level_3,ir_plag,original_vs_l3
pair_000898,722e318f_c9159d9c,p20,problem-20,722e318f.java,c9159d9c.java,0,none,conplag,contest_submission_pair
pair_000256,c04_orig_L6v05,c04,case-04,original.java,compared.java,1,level_6,ir_plag,original_vs_l6
pair_001113,9028caf7_d221162a,p19,problem-19,9028caf7.java,d221162a.java,0,none,conplag,contest_submission_pair
pair_000284,c05_orig_L1v09,c05,case-05,original.java,compared.java,1,level_1,ir_plag,original_vs_l1
pair_000159,c03_orig_L3v03,c03,case-03,original.java,compared.java,1,level_3,ir_plag,original_vs_l3
pair_000135,c03_orig_np11,c03,case-03,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_000667,53196443_e496d229,p18,problem-18,53196443.java,e496d229.java,1,contest_level,conplag,contest_submission_pair
pair_000047,c01_orig_L6v01,c01,case-01,original.java,compared.java,1,level_6,ir_plag,original_vs_l6
pair_001210,44428e63_9debf95c,p18,problem-18,44428e63.java,9debf95c.java,0,none,conplag,contest_submission_pair
pair_001107,11d91f31_eea69e7f,p19,problem-19,11d91f31.java,eea69e7f.java,0,none,conplag,contest_submission_pair
pair_000033,c01_orig_L3v04,c01,case-01,original.java,compared.java,1,level_3,ir_plag,original_vs_l3
pair_001082,8a5fe3d9_ea899386,p09,problem-9,8a5fe3d9.java,ea899386.java,1,contest_level,conplag,contest_submission_pair
pair_000257,c04_orig_L6v06,c04,case-04,original.java,compared.java,1,level_6,ir_plag,original_vs_l6
pair_000418,c07_orig_L2v01,c07,case-07,original.java,compared.java,1,level_2,ir_plag,original_vs_l2
pair_000409,c07_orig_np15,c07,case-07,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_001049,921b6e4a_e7dce35b,p14,problem-14,921b6e4a.java,e7dce35b.java,1,contest_level,conplag,contest_submission_pair
pair_000888,213340b3_35f0c004,p04,problem-4,213340b3.java,35f0c004.java,0,none,conplag,contest_submission_pair
pair_000303,c05_orig_L4v02,c05,case-05,original.java,compared.java,1,level_4,ir_plag,original_vs_l4
pair_001264,0fd5b95a_6490bbe8,p19,problem-19,0fd5b95a.java,6490bbe8.java,0,none,conplag,contest_submission_pair
pair_001304,3cf63146_bdfe8110,p08,problem-8,3cf63146.java,bdfe8110.java,0,none,conplag,contest_submission_pair
pair_000234,c04_orig_L4v01,c04,case-04,original.java,compared.java,1,level_4,ir_plag,original_vs_l4
pair_000435,c07_orig_L4v02,c07,case-07,original.java,compared.java,1,level_4,ir_plag,original_vs_l4
pair_000640,69b2fd22_d018b49f,p19,problem-19,69b2fd22.java,d018b49f.java,0,none,conplag,contest_submission_pair
pair_000207,c04_orig_L1v01,c04,case-04,original.java,compared.java,1,level_1,ir_plag,original_vs_l1
pair_000142,c03_orig_L1v03,c03,case-03,original.java,compared.java,1,level_1,ir_plag,original_vs_l1
pair_000527,aa8091b0_ac180326,p09,problem-9,aa8091b0.java,ac180326.java,0,none,conplag,contest_submission_pair
pair_000901,6f02c6d9_884f5678,p20,problem-20,6f02c6d9.java,884f5678.java,1,contest_level,conplag,contest_submission_pair
pair_000322,c05_orig_L6v03,c05,case-05,original.java,compared.java,1,level_6,ir_plag,original_vs_l6
pair_001269,5dbd0a07_bdc08e6f,p09,problem-9,5dbd0a07.java,bdc08e6f.java,1,contest_level,conplag,contest_submission_pair
pair_000835,d2a4c1fb_dcdaf666,p18,problem-18,d2a4c1fb.java,dcdaf666.java,0,none,conplag,contest_submission_pair
pair_000209,c04_orig_L1v03,c04,case-04,original.java,compared.java,1,level_1,ir_plag,original_vs_l1
pair_000057,c02_orig_np02,c02,case-02,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_000859,8d6f1bf5_e90a198b,p04,problem-4,8d6f1bf5.java,e90a198b.java,0,none,conplag,contest_submission_pair
pair_000055,c01_orig_L6v09,c01,case-01,original.java,compared.java,1,level_6,ir_plag,original_vs_l6
pair_000641,14b0fb8e_8ddb5587,p19,problem-19,14b0fb8e.java,8ddb5587.java,0,none,conplag,contest_submission_pair
pair_000004,c01_orig_np04,c01,case-01,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_000463,26ad111c_b0a01ee7,p15,problem-15,26ad111c.java,b0a01ee7.java,0,none,conplag,contest_submission_pair
pair_000511,9069684f_bf85ab7b,p01,problem-1,9069684f.java,bf85ab7b.java,0,none,conplag,contest_submission_pair
pair_001182,7bc92b7f_9028caf7,p19,problem-19,7bc92b7f.java,9028caf7.java,0,none,conplag,contest_submission_pair
pair_000139,c03_orig_np15,c03,case-03,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_001084,701c3f35_d56bcb0c,p04,problem-4,701c3f35.java,d56bcb0c.java,0,none,conplag,contest_submission_pair
pair_000753,4212c4b9_829d2024,p09,problem-9,4212c4b9.java,829d2024.java,1,contest_level,conplag,contest_submission_pair
pair_000972,016510dc_f1540246,p10,problem-10,016510dc.java,f1540246.java,0,none,conplag,contest_submission_pair
pair_000991,0b04b41e_9291ca83,p15,problem-15,0b04b41e.java,9291ca83.java,1,contest_level,conplag,contest_submission_pair
pair_000746,a4e39423_ba8800f5,p19,problem-19,a4e39423.java,ba8800f5.java,0,none,conplag,contest_submission_pair
pair_000066,c02_orig_np11,c02,case-02,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_000980,9debf95c_ac596a43,p18,problem-18,9debf95c.java,ac596a43.java,1,contest_level,conplag,contest_submission_pair
pair_000616,aa8091b0_eec856c0,p09,problem-9,aa8091b0.java,eec856c0.java,1,contest_level,conplag,contest_submission_pair
pair_001215,2470b521_f6ca6fc8,p19,problem-19,2470b521.java,f6ca6fc8.java,0,none,conplag,contest_submission_pair
pair_000425,c07_orig_L2v08,c07,case-07,original.java,compared.java,1,level_2,ir_plag,original_vs_l2
pair_000902,04a706b1_5b7127bf,p02,problem-2,04a706b1.java,5b7127bf.java,0,none,conplag,contest_submission_pair
pair_001003,0b91922c_71a4f6d2,p06,problem-6,0b91922c.java,71a4f6d2.java,0,none,conplag,contest_submission_pair
pair_001352,065e0cbd_9b449b4f,p05,problem-5,065e0cbd.java,9b449b4f.java,0,none,conplag,contest_submission_pair
pair_001053,ca8f11a4_e19376ca,p04,problem-4,ca8f11a4.java,e19376ca.java,0,none,conplag,contest_submission_pair
pair_000013,c01_orig_np13,c01,case-01,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_000503,3afcc566_90dc2b20,p04,problem-4,3afcc566.java,90dc2b20.java,0,none,conplag,contest_submission_pair
pair_000571,778c91af_9399204d,p15,problem-15,778c91af.java,9399204d.java,0,none,conplag,contest_submission_pair
pair_000563,4d279121_a3e272af,p09,problem-9,4d279121.java,a3e272af.java,0,none,conplag,contest_submission_pair
pair_001099,29210e56_4323e2bd,p19,problem-19,29210e56.java,4323e2bd.java,0,none,conplag,contest_submission_pair
pair_000113,c02_orig_L5v07,c02,case-02,original.java,compared.java,1,level_5,ir_plag,original_vs_l5
pair_000007,c01_orig_np07,c01,case-01,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_000512,1a400c1b_b505f95e,p08,problem-8,1a400c1b.java,b505f95e.java,0,none,conplag,contest_submission_pair
pair_000279,c05_orig_L1v04,c05,case-05,original.java,compared.java,1,level_1,ir_plag,original_vs_l1
pair_000359,c06_orig_L2v08,c06,case-06,original.java,compared.java,1,level_2,ir_plag,original_vs_l2
pair_000655,16857116_e185bce5,p04,problem-4,16857116.java,e185bce5.java,0,none,conplag,contest_submission_pair
pair_000592,6f393cfe_b185d034,p15,problem-15,6f393cfe.java,b185d034.java,0,none,conplag,contest_submission_pair
pair_000763,54d7c21e_ad4c7a20,p21,problem-21,54d7c21e.java,ad4c7a20.java,1,contest_level,conplag,contest_submission_pair
pair_000114,c02_orig_L5v08,c02,case-02,original.java,compared.java,1,level_5,ir_plag,original_vs_l5
pair_000343,c06_orig_np15,c06,case-06,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_000371,c06_orig_L4v04,c06,case-06,original.java,compared.java,1,level_4,ir_plag,original_vs_l4
pair_000603,00af3420_d92c5342,p15,problem-15,00af3420.java,d92c5342.java,0,none,conplag,contest_submission_pair
pair_000842,9069684f_fffc11ee,p01,problem-1,9069684f.java,fffc11ee.java,0,none,conplag,contest_submission_pair
pair_001288,3850468c_403e3270,p16,problem-16,3850468c.java,403e3270.java,0,none,conplag,contest_submission_pair
pair_000143,c03_orig_L1v04,c03,case-03,original.java,compared.java,1,level_1,ir_plag,original_vs_l1
pair_001298,853acff9_929b98f0,p01,problem-1,853acff9.java,929b98f0.java,0,none,conplag,contest_submission_pair
pair_001340,4323e2bd_ebd8ff55,p19,problem-19,4323e2bd.java,ebd8ff55.java,0,none,conplag,contest_submission_pair
pair_000656,3368f340_a8f7c8b7,p04,problem-4,3368f340.java,a8f7c8b7.java,1,contest_level,conplag,contest_submission_pair
pair_000687,608ee4fb_be7b6026,p03,problem-3,608ee4fb.java,be7b6026.java,0,none,conplag,contest_submission_pair
pair_000569,4a570de6_6c4ac8d3,p09,problem-9,4a570de6.java,6c4ac8d3.java,0,none,conplag,contest_submission_pair
pair_000845,08cf0478_0f14b12d,p15,problem-15,08cf0478.java,0f14b12d.java,0,none,conplag,contest_submission_pair
pair_000388,c06_orig_L6v03,c06,case-06,original.java,compared.java,1,level_6,ir_plag,original_vs_l6
pair_000986,49e94e7e_f3d7ce08,p04,problem-4,49e94e7e.java,f3d7ce08.java,0,none,conplag,contest_submission_pair
pair_000863,9f354c5c_a6532df9,p03,problem-3,9f354c5c.java,a6532df9.java,0,none,conplag,contest_submission_pair
pair_001027,04df7bb8_aaccc000,p08,problem-8,04df7bb8.java,aaccc000.java,1,contest_level,conplag,contest_submission_pair
pair_000900,c9da41af_f59d9b6e,p03,problem-3,c9da41af.java,f59d9b6e.java,1,contest_level,conplag,contest_submission_pair
pair_000631,4548305b_be3b1289,p08,problem-8,4548305b.java,be3b1289.java,1,contest_level,conplag,contest_submission_pair
pair_000091,c02_orig_L3v03,c02,case-02,original.java,compared.java,1,level_3,ir_plag,original_vs_l3
pair_000027,c01_orig_L2v03,c01,case-01,original.java,compared.java,1,level_2,ir_plag,original_vs_l2
pair_000625,8c591975_b6724dd9,p08,problem-8,8c591975.java,b6724dd9.java,0,none,conplag,contest_submission_pair
pair_000868,80881cae_a7e7f371,p21,problem-21,80881cae.java,a7e7f371.java,1,contest_level,conplag,contest_submission_pair
pair_000985,4da08761_6f393cfe,p15,problem-15,4da08761.java,6f393cfe.java,0,none,conplag,contest_submission_pair
pair_001244,11373c16_d8e4eb5e,p19,problem-19,11373c16.java,d8e4eb5e.java,0,none,conplag,contest_submission_pair
pair_000073,c02_orig_L1v03,c02,case-02,original.java,compared.java,1,level_1,ir_plag,original_vs_l1
pair_000238,c04_orig_L4v05,c04,case-04,original.java,compared.java,1,level_4,ir_plag,original_vs_l4
pair_000879,26e699de_3dd65549,p04,problem-4,26e699de.java,3dd65549.java,0,none,conplag,contest_submission_pair
pair_001059,4ea10951_7c11511f,p04,problem-4,4ea10951.java,7c11511f.java,0,none,conplag,contest_submission_pair
pair_000496,22b41936_45f5632f,p19,problem-19,22b41936.java,45f5632f.java,0,none,conplag,contest_submission_pair
pair_000025,c01_orig_L2v01,c01,case-01,original.java,compared.java,1,level_2,ir_plag,original_vs_l2
pair_000046,c01_orig_L5v05,c01,case-01,original.java,compared.java,1,level_5,ir_plag,original_vs_l5
pair_001356,0d4d22e0_f898cee0,p10,problem-10,0d4d22e0.java,f898cee0.java,0,none,conplag,contest_submission_pair
pair_001086,22b41936_8f855b99,p19,problem-19,22b41936.java,8f855b99.java,0,none,conplag,contest_submission_pair
pair_000743,550335a3_6d7d5dd7,p04,problem-4,550335a3.java,6d7d5dd7.java,0,none,conplag,contest_submission_pair
pair_000390,c06_orig_L6v05,c06,case-06,original.java,compared.java,1,level_6,ir_plag,original_vs_l6
pair_001213,60557643_948e98b6,p17,problem-17,60557643.java,948e98b6.java,0,none,conplag,contest_submission_pair
pair_000423,c07_orig_L2v06,c07,case-07,original.java,compared.java,1,level_2,ir_plag,original_vs_l2
pair_001252,3a12e509_6de04ee2,p20,problem-20,3a12e509.java,6de04ee2.java,0,none,conplag,contest_submission_pair
pair_000679,e1c4f3db_e81b2d16,p16,problem-16,e1c4f3db.java,e81b2d16.java,1,contest_level,conplag,contest_submission_pair
pair_000824,0fdc80c5_28c2d81a,p08,problem-8,0fdc80c5.java,28c2d81a.java,1,contest_level,conplag,contest_submission_pair
pair_000787,1c8bb204_4b7646f4,p18,problem-18,1c8bb204.java,4b7646f4.java,1,contest_level,conplag,contest_submission_pair
pair_001300,1ea771ea_b9219544,p08,problem-8,1ea771ea.java,b9219544.java,0,none,conplag,contest_submission_pair
pair_000762,2da4b3fe_f4b87cc2,p19,problem-19,2da4b3fe.java,f4b87cc2.java,0,none,conplag,contest_submission_pair
pair_001006,464a03b8_c9159d9c,p20,problem-20,464a03b8.java,c9159d9c.java,0,none,conplag,contest_submission_pair
pair_000295,c05_orig_L3v03,c05,case-05,original.java,compared.java,1,level_3,ir_plag,original_vs_l3
pair_000126,c03_orig_np02,c03,case-03,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_001101,17e67976_656b62de,p15,problem-15,17e67976.java,656b62de.java,0,none,conplag,contest_submission_pair
pair_000963,ba468e1f_ff34fab2,p20,problem-20,ba468e1f.java,ff34fab2.java,0,none,conplag,contest_submission_pair
pair_000129,c03_orig_np05,c03,case-03,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_000267,c05_orig_np07,c05,case-05,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_000547,6255ee79_ac8ef97c,p01,problem-1,6255ee79.java,ac8ef97c.java,0,none,conplag,contest_submission_pair
pair_000389,c06_orig_L6v04,c06,case-06,original.java,compared.java,1,level_6,ir_plag,original_vs_l6
pair_000540,35bb6075_42fe7dd0,p15,problem-15,35bb6075.java,42fe7dd0.java,0,none,conplag,contest_submission_pair
pair_000751,0f14b12d_7d12d33c,p15,problem-15,0f14b12d.java,7d12d33c.java,1,contest_level,conplag,contest_submission_pair
pair_001284,0d11fb94_8c79c384,p19,problem-19,0d11fb94.java,8c79c384.java,0,none,conplag,contest_submission_pair
pair_000730,25597bcb_5fcbdd19,p09,problem-9,25597bcb.java,5fcbdd19.java,0,none,conplag,contest_submission_pair
pair_000426,c07_orig_L3v01,c07,case-07,original.java,compared.java,1,level_3,ir_plag,original_vs_l3
pair_001257,2120328e_52cd85f2,p20,problem-20,2120328e.java,52cd85f2.java,0,none,conplag,contest_submission_pair
pair_000456,c07_orig_L6v05,c07,case-07,original.java,compared.java,1,level_6,ir_plag,original_vs_l6
pair_000804,646b3abc_8261bd1c,p04,problem-4,646b3abc.java,8261bd1c.java,0,none,conplag,contest_submission_pair
pair_001282,1adac634_ee0bc145,p21,problem-21,1adac634.java,ee0bc145.java,0,none,conplag,contest_submission_pair
pair_000953,5288afb7_df594a00,p08,problem-8,5288afb7.java,df594a00.java,0,none,conplag,contest_submission_pair
pair_001274,317a209c_9ab3c0e1,p14,problem-14,317a209c.java,9ab3c0e1.java,1,contest_level,conplag,contest_submission_pair
pair_000783,a60fba84_c695a974,p18,problem-18,a60fba84.java,c695a974.java,0,none,conplag,contest_submission_pair
pair_000298,c05_orig_L3v06,c05,case-05,original.java,compared.java,1,level_3,ir_plag,original_vs_l3
pair_000545,29210e56_c4cdd3af,p19,problem-19,29210e56.java,c4cdd3af.java,0,none,conplag,contest_submission_pair
pair_001041,8f30bfc3_af1b152e,p19,problem-19,8f30bfc3.java,af1b152e.java,1,contest_level,conplag,contest_submission_pair
pair_001310,169e34bf_609af028,p20,problem-20,169e34bf.java,609af028.java,0,none,conplag,contest_submission_pair
pair_000575,63118334_c392efe7,p02,problem-2,63118334.java,c392efe7.java,0,none,conplag,contest_submission_pair
pair_000620,161b4a40_da5cf40b,p04,problem-4,161b4a40.java,da5cf40b.java,0,none,conplag,contest_submission_pair
pair_000447,c07_orig_L5v05,c07,case-07,original.java,compared.java,1,level_5,ir_plag,original_vs_l5
pair_001023,120878da_ac180326,p09,problem-9,120878da.java,ac180326.java,0,none,conplag,contest_submission_pair
pair_001211,0d11fb94_f9e08a46,p19,problem-19,0d11fb94.java,f9e08a46.java,0,none,conplag,contest_submission_pair
pair_001250,81fb6415_fb69b3b4,p13,problem-13,81fb6415.java,fb69b3b4.java,0,none,conplag,contest_submission_pair
pair_000005,c01_orig_np05,c01,case-01,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_000200,c04_orig_np09,c04,case-04,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_000586,1f257299_76b978c2,p05,problem-5,1f257299.java,76b978c2.java,0,none,conplag,contest_submission_pair
pair_000433,c07_orig_L3v08,c07,case-07,original.java,compared.java,1,level_3,ir_plag,original_vs_l3
pair_000973,24b20554_43b10dec,p09,problem-9,24b20554.java,43b10dec.java,1,contest_level,conplag,contest_submission_pair
pair_001164,45f46b14_7b162d33,p12,problem-12,45f46b14.java,7b162d33.java,1,contest_level,conplag,contest_submission_pair
pair_000844,b7de5c19_c022c315,p03,problem-3,b7de5c19.java,c022c315.java,0,none,conplag,contest_submission_pair
pair_001163,b7de5c19_ee65f7f5,p03,problem-3,b7de5c19.java,ee65f7f5.java,0,none,conplag,contest_submission_pair
